"case","event","startTime","completeTime"
"case_51","S13","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_51","S14","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_51","S24","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_56","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_56","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_56","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_56","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_56","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_56","S6","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_56","S7","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_56","S8","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_56","S10","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_56","S13","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_56","S14","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_56","S24","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_24","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_24","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_24","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_24","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_24","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_24","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_24","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_24","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_24","S6","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_24","S7","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_24","S11","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_24","S13","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_24","S14","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_24","S24","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_70","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_70","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_70","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_70","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_70","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_70","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_70","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_70","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_70","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_70","S4","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_70","S5","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_70","S12","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_70","S13","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_70","S15","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_70","S16","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_70","S17","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_70","S18","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_70","S23","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_70","S24","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_57","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_57","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_57","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_57","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_57","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_57","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_57","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_57","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_57","S6","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_57","S7","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_57","S11","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_57","S13","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_57","S14","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_57","S24","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_67","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_67","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_67","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_67","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_67","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_67","S12","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_67","S13","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_67","S14","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_67","S24","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_69","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_69","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_69","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_69","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_69","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_69","S6","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_69","S7","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_69","S11","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_69","S13","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_69","S14","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_69","S24","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_85","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_85","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_85","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_85","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_85","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_85","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_85","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_85","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_85","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_85","S3","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_85","S1","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_85","S2","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_85","S4","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_85","S5","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_85","S6","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_85","S7","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_85","S8","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_85","S10","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_85","S13","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_85","S15","1970/01/01 20:00:00.000","1970/01/01 20:00:00.000"
"case_85","S17","1970/01/01 21:00:00.000","1970/01/01 21:00:00.000"
"case_85","S22","1970/01/01 22:00:00.000","1970/01/01 22:00:00.000"
"case_85","S23","1970/01/01 23:00:00.000","1970/01/01 23:00:00.000"
"case_85","S24","1970/01/02 00:00:00.000","1970/01/02 00:00:00.000"
"case_49","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_49","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_49","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_49","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_49","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_49","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_49","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_49","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_49","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_49","S4","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_49","S5","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_49","S6","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_49","S7","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_49","S8","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_49","S10","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_49","S13","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_49","S15","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_49","S17","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_49","S20","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_49","S23","1970/01/01 20:00:00.000","1970/01/01 20:00:00.000"
"case_49","S24","1970/01/01 21:00:00.000","1970/01/01 21:00:00.000"
"case_44","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_44","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_44","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_44","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_44","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_44","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_44","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_44","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_44","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_44","S3","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_44","S1","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_44","S2","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_44","S4","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_44","S5","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_44","S12","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_44","S13","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_44","S14","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_44","S24","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_80","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_80","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_80","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_80","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_80","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_80","S6","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_80","S7","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_80","S8","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_80","S9","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_80","S13","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_80","S15","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_80","S17","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_80","S21","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_80","S20","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_80","S23","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_80","S24","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_52","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_52","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_52","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_52","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_52","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_52","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_52","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_52","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_52","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_52","S3","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_52","S1","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_52","S2","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_52","S3","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_52","S1","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_52","S2","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_52","S4","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_52","S5","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_52","S12","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_52","S13","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_52","S15","1970/01/01 20:00:00.000","1970/01/01 20:00:00.000"
"case_52","S17","1970/01/01 21:00:00.000","1970/01/01 21:00:00.000"
"case_52","S18","1970/01/01 22:00:00.000","1970/01/01 22:00:00.000"
"case_52","S23","1970/01/01 23:00:00.000","1970/01/01 23:00:00.000"
"case_52","S24","1970/01/02 00:00:00.000","1970/01/02 00:00:00.000"
"case_1","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_1","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_1","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_1","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_1","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_1","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_1","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_1","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_1","S12","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_1","S13","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_1","S15","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_1","S17","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_1","S19","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_1","S23","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_1","S24","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_89","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_89","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_89","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_89","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_89","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_89","S6","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_89","S7","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_89","S11","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_89","S13","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_89","S14","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_89","S24","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_65","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_65","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_65","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_65","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_65","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_65","S12","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_65","S13","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_65","S15","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_65","S17","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_65","S21","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_65","S20","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_65","S23","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_65","S24","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_14","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_14","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_14","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_14","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_14","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_14","S6","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_14","S7","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_14","S8","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_14","S10","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_14","S13","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_14","S15","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_14","S17","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_14","S21","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_14","S20","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_14","S23","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_14","S24","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_47","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_47","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_47","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_47","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_47","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_47","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_47","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_47","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_47","S6","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_47","S7","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_47","S8","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_47","S10","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_47","S13","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_47","S15","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_47","S17","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_47","S21","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_47","S20","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_47","S23","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_47","S24","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_0","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_0","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_0","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_0","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_0","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_0","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_0","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_0","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_0","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_0","S3","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_0","S1","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_0","S2","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_0","S3","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_0","S1","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_0","S2","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_0","S4","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_0","S5","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_0","S6","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_0","S7","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_0","S11","1970/01/01 20:00:00.000","1970/01/01 20:00:00.000"
"case_0","S13","1970/01/01 21:00:00.000","1970/01/01 21:00:00.000"
"case_0","S15","1970/01/01 22:00:00.000","1970/01/01 22:00:00.000"
"case_0","S17","1970/01/01 23:00:00.000","1970/01/01 23:00:00.000"
"case_0","S18","1970/01/02 00:00:00.000","1970/01/02 00:00:00.000"
"case_0","S23","1970/01/02 01:00:00.000","1970/01/02 01:00:00.000"
"case_0","S24","1970/01/02 02:00:00.000","1970/01/02 02:00:00.000"
"case_28","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_28","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_28","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_28","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_28","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_28","S6","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_28","S7","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_28","S11","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_28","S13","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_28","S15","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_28","S16","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_28","S17","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_28","S21","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_28","S20","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_28","S23","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_28","S24","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_32","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_32","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_32","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_32","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_32","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_32","S12","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_32","S13","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_32","S15","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_32","S16","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_32","S17","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_32","S19","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_32","S23","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_32","S24","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_9","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_9","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_9","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_9","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_9","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_9","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_9","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_9","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_9","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_9","S4","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_9","S5","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_9","S6","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_9","S7","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_9","S8","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_9","S9","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_9","S13","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_9","S15","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_9","S17","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_9","S19","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_9","S23","1970/01/01 20:00:00.000","1970/01/01 20:00:00.000"
"case_9","S24","1970/01/01 21:00:00.000","1970/01/01 21:00:00.000"
"case_6","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_6","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_6","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_6","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_6","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_6","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_6","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_6","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_6","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_6","S4","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_6","S5","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_6","S6","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_6","S7","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_6","S8","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_6","S10","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_6","S13","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_6","S15","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_6","S16","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_6","S17","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_6","S20","1970/01/01 20:00:00.000","1970/01/01 20:00:00.000"
"case_6","S23","1970/01/01 21:00:00.000","1970/01/01 21:00:00.000"
"case_6","S24","1970/01/01 22:00:00.000","1970/01/01 22:00:00.000"
"case_75","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
